username,userid,profile_location,created_at,text,retweet_count,source,coordinates
ali,77815750,"Portland, OR",2023-01-06 23:13:36,Hmmmmm do I go to the Canucks in Seattle on the 25th or nah,0,Twitter for iPhone,
Lynn Schore,1473399438739603459,"Portland, OR",2023-01-06 23:11:44,"@tiffanyjewel10 Wish I could be there. 

A great group to check out in Seattle is Christina'sComrades on IG [there'… https://t.co/Z54oqSmBQV",0,Twitter for Android,
Steven Weldon,24010419,Portland,2023-01-06 23:10:14,@JaysToucannon Seattle Mega Blastoise lmao,0,Twitter for iPhone,
Javon Price,1594769684230213633,"Portland, OR",2023-01-06 23:02:52,"IM FROM WEST SEATTLE 🔥💨
#TrendingNow #fashion https://t.co/4Ckp756xjs",2,Twitter for iPhone,
BiG Lala,736707174836011013,"Portland, OR",2023-01-06 23:00:30,Whose in Seattle 🍆💦💦💦 this 😻💦 (Men only),1,Twitter for iPhone,
Rip City Beaver,767560680824201217,"Portland, OR",2023-01-06 21:58:44,"@04Jaymz I did not. I only saw one stand and the lines were long before the show. After the show, there wasn’t much… https://t.co/1IGTNsnRyn",0,Twitter for iPhone,
jessolation,174952175,"Portland, OR",2023-01-06 21:49:47,@EmmyQuins @rejectedjokes You could come here and do Seattle. Just saying,0,Twitter for iPhone,
Sam Campbell,388671218,"Portland, OR",2023-01-06 21:24:46,"The city utility provider says residents, landlords and businesses whose property was damaged in the flooding can a… https://t.co/xwMuieYmvI",0,Twitter for iPhone,
Sam Campbell,388671218,"Portland, OR",2023-01-06 21:24:44,"Seattle Public Utilities releasing a statement this afternoon, saying in part: “SPU is coordinating cleanup in 18 h… https://t.co/epujbkDbLO",0,Twitter for iPhone,
BiG Lala,736707174836011013,"Portland, OR",2023-01-06 21:13:39,I’m in Seattle who can I visit????,0,Twitter for iPhone,
Lynn Schore,1473399438739603459,"Portland, OR",2023-01-06 20:14:16,"#Seattle Save Native Park event today in 45 minutes.
2001 Western Ave. https://t.co/2m5f79g4ui",6,Twitter for Android,
Oregon Sports News,291393376,"Portland, OR",2023-01-06 19:54:30,Our @marko_zlo gives us 4 @SeattleKraken predictions for the second half of the 2022-2023 season. Any of these you… https://t.co/bPphPjMEH1,1,TweetDeck,
Sam Campbell,388671218,"Portland, OR",2023-01-06 19:23:56,Team of volunteers brought in by city of Seattle to help “de-muck” and remove damaged/destroyed items from flooded… https://t.co/MLg4A0fEyC,2,Twitter for iPhone,
ALPHA Football,1396186596861382659,"Portland, OR",2023-01-06 18:37:20,15 days away.. Next stop Seattle 📍 #ALPHA https://t.co/5iejmbj6Ra,3,Twitter for iPhone,
